,X,Y
0,27.583333333333332,1251.8333333333333
1,61.5,977.0
2,258.0,1081.0
3,266.0,1383.5
4,271.5,1069.0
5,271.5,1111.0
6,279.6287878787879,1091.0833333333333
7,280.5421686746988,1230.4397590361446
8,278.9894736842105,1368.6947368421052
9,283.4035087719298,1147.938596491228
10,277.0,1378.0
11,281.30645161290323,1168.1774193548388
12,278.6666666666667,1380.1666666666667
13,282.4,1191.4222222222222
14,286.7473684210526,1396.6736842105263
15,287.0169491525424,1128.1016949152543
16,285.8,1364.5
17,289.39130434782606,1370.0434782608695
18,293.60135135135135,1508.9932432432433
19,288.875,1528.125
20,289.0,1172.5
21,292.06779661016947,1482.6271186440679
22,291.94444444444446,1192.0
23,297.23809523809524,1343.3809523809523
24,295.625,1257.6875
25,299.73333333333335,1016.4583333333334
26,298.53846153846155,1074.9076923076923
27,298.4130434782609,1213.5652173913043
28,300.375,1105.15625
29,304.29,1236.36
30,304.3801169590643,1294.017543859649
31,302.56043956043953,1460.8131868131868
32,303.44642857142856,1356.892857142857
33,301.5,1479.0
34,306.40625,981.4166666666666
35,310.05263157894734,956.4824561403509
36,302.0,968.0
37,306.60869565217394,1170.0
38,305.72,1486.3
39,307.32608695652175,1147.6847826086957
40,309.8875,1377.1875
41,308.4,1058.55
42,314.9015151515151,1092.969696969697
43,313.88695652173914,1124.5826086956522
44,308.0,1187.0
45,313.68674698795184,1193.313253012048
46,315.3541666666667,1269.423611111111
47,319.5785714285714,1215.3214285714287
48,321.49668874172187,1315.8476821192053
49,316.5,962.0
50,318.5686274509804,1003.9607843137255
51,318.75949367088606,1504.2278481012659
52,323.4516129032258,1345.516129032258
53,320.6842105263158,1460.842105263158
54,328.10084033613447,1437.0504201680671
55,322.1714285714286,1483.057142857143
56,327.44827586206895,1063.0413793103448
57,326.046875,1165.25
58,326.3220338983051,1368.915254237288
59,328.8440366972477,1143.5229357798164
60,328.54716981132077,1235.4622641509434
61,327.87179487179486,1292.1709401709402
62,330.8804347826087,946.5108695652174
63,330.25581395348837,988.953488372093
64,331.10714285714283,1032.0142857142857
65,331.04477611940297,1532.5074626865671
66,332.7,1113.4083333333333
67,332.18279569892474,923.9247311827957
68,331.3972602739726,967.5068493150685
69,329.9142857142857,1084.1142857142856
70,330.2641509433962,1184.1509433962265
71,331.63793103448273,1393.6724137931035
72,335.50387596899225,1256.3953488372092
73,331.38461538461536,903.3846153846154
74,333.1311475409836,1486.0983606557377
75,336.9818181818182,1010.3454545454546
76,332.0,1515.0
77,337.6376811594203,1416.0
78,334.6,1460.8
79,338.358024691358,1372.7407407407406
